"","season","50%","2.5%","97.5%","25%","75%","avg","ci_min","ci_max","ci_low","ci_high"
"1","Winter_tot_biomass_Chinook_age0_sum",41.6521074833387,18.9011528927493,84.8308800246332,31.2878734855193,54.7262459825002,41.6521074833387,18.9011528927493,84.8308800246332,31.2878734855193,54.7262459825002
"2","Spring_tot_biomass_Chinook_age0_sum",37.3713089248706,21.299608961153,63.6403758645182,30.8356233803735,45.0905302518319,37.3713089248706,21.299608961153,63.6403758645182,30.8356233803735,45.0905302518319
"3","Summer_tot_biomass_Chinook_age0_sum",20.9710924204172,7.03096924045937,48.700498504501,14.7854330177381,28.6447227363368,20.9710924204172,7.03096924045937,48.700498504501,14.7854330177381,28.6447227363368
