"","season","50%","2.5%","97.5%","25%","75%","avg","ci_min","ci_max","ci_low","ci_high"
"1","Winter_tot_chin_sum",83.4037846940406,48.1186738200744,142.223165953611,69.2262437347999,100.580913346218,83.4037846940406,48.1186738200744,142.223165953611,69.2262437347999,100.580913346218
"2","Spring_tot_chin_sum",86.902279032046,49.2745790642552,146.654217843749,72.2298501082095,104.630014817277,86.902279032046,49.2745790642552,146.654217843749,72.2298501082095,104.630014817277
"3","Summer_tot_chin_sum",45.223873243334,14.6325433639182,104.820095203782,31.9578556450122,61.5703783078298,45.223873243334,14.6325433639182,104.820095203782,31.9578556450122,61.5703783078298
